season,daynum,wteam,wscore,lteam,lscore,wloc,numot,line_wloc,line,lineavg,linesag,linesage,linesagp,linepom,linemoore,linepugh,lineopen,linedok,linefox,linepig
2007,128,1185,51,1123,48,N,0,N,-2.50,.09,-.06,2.20,-2.12,-.06,-.55,,-2.50,-.01,-1.00,
2007,128,1200,63,1350,61,N,0,N,8.00,8.00,9.71,12.17,7.41,.40,10.70,,7.50,8.27,11.00,
2007,128,1266,76,1385,67,A,0,N,7.00,7.30,9.32,8.64,9.97,.22,8.31,,6.00,5.43,9.00,
2007,128,1267,53,1412,52,N,0,N,-5.50,-5.09,-5.23,-4.44,-6.04,-.25,-7.66,,-5.00,-3.58,-8.00,
2007,128,1325,69,1132,59,N,0,N,7.50,5.52,7.82,7.43,8.22,.30,7.52,,7.00,6.91,5.00,
2007,128,1334,71,1169,54,N,0,N,1.50,1.59,.26,.44,.06,.03,2.76,,1.50,1.16,2.00,
2007,128,1349,77,1431,74,N,0,N,-5.00,-2.36,-1.81,.41,-4.07,-.22,-5.56,,-4.00,-.75,-5.00,
2007,128,1379,59,1374,52,N,0,N,3.50,4.20,4.73,4.72,4.76,.20,5.39,,3.00,3.62,6.00,
2007,128,1386,66,1396,62,N,0,N,2.50,2.33,3.07,4.28,1.81,.09,2.65,,3.00,3.79,3.00,
2007,128,1387,78,1182,77,N,0,N,9.00,8.14,10.17,10.56,9.80,.34,10.53,,9.00,8.17,9.00,
2007,128,1393,78,1163,65,N,0,N,3.00,2.85,2.94,4.23,.96,.01,4.48,,4.50,1.53,3.00,
2007,128,1409,65,1187,50,N,0,N,11.50,12.35,14.64,16.18,13.37,.57,16.68,,11.00,13.11,15.00,
2007,128,1414,53,1415,52,N,0,N,12.00,7.82,9.39,10.14,8.63,.29,11.13,,11.00,8.30,10.00,
2007,128,1437,75,1177,67,N,0,N,4.50,3.44,3.75,3.34,4.53,.04,4.72,,4.00,3.50,2.00,
2007,128,1444,67,1296,62,N,0,N,5.50,6.67,9.48,9.92,9.21,.36,6.99,,7.00,6.82,6.00,
2007,128,1449,59,1113,51,N,0,N,6.00,6.33,9.78,12.83,6.84,.19,7.20,,6.00,7.36,6.00,
2007,128,1451,88,1319,80,H,0,N,2.00,-1.03,-.63,-.07,-1.22,-.06,-3.62,,2.00,3.87,-3.00,
2007,128,1452,92,1344,79,N,0,N,3.00,2.93,3.28,3.21,3.41,.06,2.45,,2.50,3.83,5.00,
2007,129,1103,82,1141,53,N,0,N,13.50,11.68,12.39,11.35,13.61,.53,15.48,,13.00,11.17,16.00,
2007,129,1116,82,1376,52,N,0,N,6.50,4.92,6.07,3.74,8.45,.19,6.02,,6.00,5.35,6.00,
2007,129,1124,97,1281,83,N,0,N,-4.00,-3.99,-4.03,-5.01,-2.96,-.16,-3.85,,-3.50,-5.08,-5.00,
2007,129,1129,78,1201,73,N,0,N,.00,-1.40,-2.23,-4.88,.11,-.03,-1.92,,-1.50,-1.15,-1.00,
2007,129,1140,77,1395,64,N,0,N,11.50,11.00,12.67,12.10,13.49,.43,12.99,,,10.59,13.00,
2007,129,1143,76,1417,69,N,1,N,-15.00,-10.86,-12.52,-13.96,-11.52,-.17,-11.76,,-13.00,-12.89,-14.00,
2007,129,1161,69,1361,64,N,0,N,-4.50,-3.65,-3.63,-5.26,-2.41,-.12,-5.17,,-4.00,-3.15,-4.00,
2007,129,1168,100,1334,92,N,2,N,4.00,1.72,3.68,4.80,2.57,.12,1.11,,4.50,4.17,1.00,
2007,129,1199,67,1155,66,N,0,N,-1.00,.32,-1.62,-1.96,-1.24,-.01,1.13,,-1.00,-1.18,2.00,
2007,129,1203,58,1386,48,N,0,N,.00,.38,2.21,3.44,.94,-.02,-1.33,,.00,.40,-1.00,
2007,129,1207,62,1437,57,N,0,N,3.50,2.61,2.34,3.14,1.09,.03,3.23,,3.00,2.67,4.00,
2007,129,1208,80,1120,65,N,0,N,3.00,2.59,3.83,3.12,4.56,.09,2.62,,3.00,3.13,3.00,
2007,129,1222,62,1379,59,N,0,N,3.50,1.81,1.12,1.24,1.00,.06,3.18,,3.50,.74,3.00,
2007,129,1228,66,1336,60,N,0,N,11.50,9.53,11.66,12.50,10.87,.28,11.86,,11.50,9.56,12.00,
2007,129,1245,75,1444,66,N,0,N,5.50,3.63,3.72,3.67,3.80,.13,4.80,,5.50,6.47,6.00,
2007,129,1246,79,1104,67,N,0,N,5.50,3.90,3.29,3.28,3.30,.07,5.22,,3.00,3.31,6.00,
2007,129,1257,82,1452,71,N,2,N,3.50,2.35,.46,.45,.47,.03,4.99,,2.50,.01,3.00,
2007,129,1261,76,1397,67,N,1,N,-2.50,-3.14,-4.35,-7.21,-1.35,-.02,-2.66,,-1.50,-2.91,-4.00,
2007,129,1272,92,1267,71,H,0,N,21.50,17.98,19.70,19.21,20.22,.54,22.15,,22.00,19.42,22.00,
2007,129,1274,67,1268,62,N,0,N,-13.00,-11.24,-13.97,-14.80,-13.10,-.24,-15.73,,-12.00,-11.47,-12.00,
2007,129,1275,70,1325,51,N,0,N,.00,1.04,-.03,-.39,.35,.06,1.70,,-1.00,-.63,3.00,
2007,129,1276,49,1278,40,N,0,N,7.50,8.50,10.73,12.11,9.39,.29,10.42,,8.50,8.99,10.00,
2007,129,1277,62,1321,57,N,0,N,11.50,11.10,13.06,12.69,13.71,.30,13.89,,12.00,11.26,14.00,
2007,129,1301,85,1181,80,N,1,N,-9.00,-9.07,-10.56,-8.38,-12.99,-.18,-12.15,,-9.50,-10.00,-11.00,
2007,129,1305,88,1225,56,N,0,N,19.50,18.79,23.86,29.86,20.09,.71,21.86,,19.50,18.37,21.00,
2007,129,1308,77,1256,70,H,0,N,11.00,6.75,9.25,10.38,8.45,.34,6.25,,11.50,10.97,6.00,
2007,129,1323,89,1393,83,N,0,N,2.00,1.68,3.26,3.31,3.27,.02,1.04,,1.50,2.94,2.00,
2007,129,1328,68,1235,63,N,0,N,7.50,5.89,5.99,1.64,11.25,.27,8.01,,7.00,6.84,8.00,
2007,129,1329,54,1304,39,N,0,N,5.00,.91,1.82,3.05,.59,.04,.68,,4.50,3.43,1.00,
2007,129,1332,69,1112,50,N,0,N,-2.50,-1.70,-1.61,-.09,-2.80,-.03,-2.00,,-1.50,-.34,-3.00,
2007,129,1338,89,1266,79,N,0,N,5.50,2.82,3.70,3.28,4.07,.03,2.94,,5.50,3.18,3.00,
2007,129,1348,73,1200,69,N,0,N,.00,-.35,-1.07,-1.16,-1.02,-.03,-.89,,-1.00,.10,-1.00,
2007,129,1349,53,1416,51,N,0,N,-6.00,-4.57,-5.27,-5.36,-5.19,-.26,-5.81,,-5.50,-4.49,-6.00,
2007,129,1387,74,1269,71,N,1,N,-6.50,-5.25,-4.90,-3.95,-5.81,-.19,-8.57,,-7.00,-4.51,-8.00,
2007,129,1403,81,1160,71,N,0,N,11.50,9.89,13.15,12.86,13.58,.43,11.32,,12.00,11.58,10.00,
2007,129,1405,62,1185,54,N,0,N,10.00,8.18,9.60,9.36,9.87,.40,10.86,,9.00,8.01,10.00,
2007,129,1408,58,1409,56,N,0,N,-1.50,-.96,-3.05,-3.38,-2.72,-.13,-.99,,-1.00,-3.55,1.00,
2007,129,1414,70,1364,52,N,0,N,-3.50,-2.69,-4.24,-3.75,-4.79,-.11,-3.38,,-3.50,-.27,-3.00,
2007,129,1424,80,1428,54,H,0,N,13.00,8.62,10.29,13.29,8.56,.27,9.82,,13.00,12.17,11.00,
2007,129,1425,83,1390,79,N,1,N,2.50,1.14,1.35,.73,1.86,.03,.65,,2.00,4.15,2.00,
2007,129,1429,73,1218,70,N,0,N,-2.50,-2.27,-.27,1.17,-1.45,-.11,-4.87,,-3.00,-.46,-5.00,
2007,129,1448,114,1210,112,N,2,N,-10.00,-8.27,-8.92,-6.73,-11.46,-.21,-12.34,,-10.50,-8.38,-10.00,
2007,129,1450,74,1449,64,N,0,N,3.00,2.52,4.21,6.55,2.85,.06,1.94,,2.50,4.30,1.00,
2007,129,1461,67,1102,62,N,0,N,-8.00,-8.24,-8.83,-9.08,-8.69,-.34,-9.46,,-7.00,-8.74,-11.00,
2007,129,1462,72,1173,51,N,0,N,10.00,7.97,8.00,4.77,11.55,.27,11.04,,10.00,7.09,11.00,
2007,130,1103,61,1245,54,N,0,N,4.00,3.28,3.16,2.85,3.63,.08,4.21,,3.50,2.66,4.00,
2007,130,1116,72,1435,71,N,0,N,2.00,.48,.84,-1.50,3.23,.04,2.52,,2.50,.51,-.01,
2007,130,1130,74,1274,71,N,1,N,7.50,5.93,9.54,9.63,9.55,.16,6.96,,6.00,7.25,5.00,
2007,130,1140,96,1461,84,N,0,N,8.00,8.13,7.66,7.89,7.61,.27,10.07,,7.00,6.80,13.00,
2007,130,1142,81,1168,56,N,0,N,.00,1.20,-.44,-.77,-.12,.05,3.14,,-1.00,-2.18,2.00,
2007,130,1196,74,1208,57,N,0,N,8.50,6.91,8.28,7.47,9.46,.06,8.08,,7.00,7.66,9.00,
2007,130,1203,60,1387,40,N,0,N,3.00,.77,1.03,.62,1.39,.06,1.53,,3.00,.92,2.00,
2007,130,1207,84,1323,82,N,0,N,3.50,2.58,2.21,2.66,1.54,.03,3.10,,3.50,2.64,2.00,
2007,130,1221,74,1137,66,H,0,N,4.00,.68,.59,.12,1.04,.02,.55,,110.00,3.76,-1.00,
2007,130,1222,77,1349,62,N,0,N,6.00,5.11,4.92,4.47,5.37,.27,7.55,,4.00,4.05,8.00,
2007,130,1228,58,1231,54,N,1,N,-2.00,-1.54,-1.87,-1.86,-1.88,-.02,-1.34,,-1.50,-1.40,-2.00,
2007,130,1242,64,1328,47,N,0,N,11.00,9.86,10.49,11.35,9.70,.06,14.38,,10.50,5.79,13.00,
2007,130,1243,66,1403,45,N,0,N,2.00,1.33,1.03,-.40,2.33,.02,2.07,,1.50,1.14,4.00,
2007,130,1253,77,1414,63,N,0,N,4.50,5.44,6.93,7.52,6.56,.20,6.21,,5.00,4.45,7.00,
2007,130,1272,71,1408,49,H,0,N,19.50,14.03,16.87,16.51,17.29,.39,16.84,,18.50,18.71,15.00,
2007,130,1275,58,1405,53,N,0,N,1.00,-1.08,-1.35,-2.48,-.22,.02,-.63,,1.50,-.47,-1.00,
2007,130,1279,80,1261,60,N,0,N,-3.00,-1.03,-.68,1.39,-2.97,-.05,-2.95,,-4.00,-1.39,-1.00,
2007,130,1280,84,1246,82,N,1,N,-2.50,-1.89,-3.13,-5.22,-.25,-.02,-1.42,,-2.00,-3.15,-2.00,
2007,130,1301,79,1438,71,N,0,N,-5.00,-4.56,-6.73,-5.20,-8.16,-.09,-5.33,,-4.00,-5.26,-3.00,
2007,130,1308,88,1129,69,H,0,N,5.00,1.99,1.59,4.03,-.47,.02,1.38,,4.50,4.57,3.00,
2007,130,1314,73,1199,58,N,0,N,11.50,8.30,8.46,6.73,13.24,.06,11.20,,11.00,7.98,13.00,
2007,130,1326,72,1276,62,N,0,N,9.00,7.74,9.90,11.85,8.83,.08,7.50,,8.00,8.96,7.00,
2007,130,1329,57,1401,56,N,0,N,-8.50,-9.19,-8.90,-6.81,-11.69,-.13,-12.91,,-8.00,-6.70,-14.00,
2007,130,1332,81,1143,63,N,0,N,6.00,5.65,6.45,8.01,5.42,.09,5.71,,5.00,5.83,7.00,
2007,130,1338,65,1257,59,N,0,N,3.00,1.04,3.85,4.83,2.76,.01,-.86,,1.50,3.35,-1.00,
2007,130,1345,74,1234,55,N,0,N,2.50,2.29,4.75,3.23,6.83,.06,1.36,,3.00,3.12,2.00,
2007,130,1348,79,1462,71,N,0,N,-11.50,-9.60,-10.26,-7.20,-13.65,-.32,-13.26,,-12.00,-9.41,-13.00,
2007,130,1400,74,1124,69,N,0,N,9.00,9.21,9.11,9.54,8.68,.19,10.74,,9.00,8.09,15.00,
2007,130,1424,88,1161,72,H,0,N,10.00,6.82,7.43,9.65,6.27,.18,7.64,,9.50,10.61,7.00,
2007,130,1425,70,1450,61,N,0,N,-1.00,-1.47,-1.74,-3.86,-.51,-.01,-1.96,,.00,.48,-.01,
2007,130,1429,79,1305,77,N,0,N,-7.50,-6.23,-7.25,-9.18,-6.85,-.17,-7.72,,-7.50,-5.04,-7.00,
2007,130,1439,71,1448,52,N,0,N,8.50,6.27,6.94,4.73,9.39,.16,7.86,,7.50,7.16,7.00,
2007,130,1458,70,1277,57,N,0,N,4.00,3.38,4.63,7.14,2.26,.02,4.15,,3.00,4.65,3.00,
2007,131,1107,60,1436,59,A,0,N,-5.00,-.84,-1.62,-3.41,-.19,.00,-.04,,-4.50,-4.19,1.00,
2007,131,1116,81,1280,72,N,0,N,-2.50,.19,-.12,.72,-1.42,.00,-.23,,.00,-.06,1.00,
2007,131,1196,80,1279,59,N,0,N,10.50,8.22,10.18,8.42,12.19,.10,9.26,,11.00,9.35,9.00,
2007,131,1197,58,1175,56,N,0,N,-4.00,-3.62,-4.81,-5.78,-3.88,-.13,-3.97,,-3.50,-4.01,-3.00,
2007,131,1203,78,1348,69,N,0,N,6.00,2.66,4.85,3.90,5.76,.13,2.53,,5.00,3.86,4.00,
2007,131,1207,65,1338,42,N,0,N,2.00,.90,.42,-.53,1.41,.01,1.95,,2.00,.40,.01,
2007,131,1238,81,1290,71,N,0,N,-1.00,-.80,.67,1.69,-.86,-.03,-1.23,,-1.00,,-1.00,
2007,131,1242,67,1243,61,N,0,N,9.50,8.77,8.18,6.74,10.52,.08,12.37,,8.50,6.99,11.00,
2007,131,1253,94,1142,83,N,0,N,4.00,2.93,4.69,5.14,4.34,.12,3.61,,3.00,5.86,3.00,
2007,131,1272,71,1222,59,H,0,N,15.00,11.67,12.98,12.52,13.51,.22,13.05,,14.50,14.50,12.00,
2007,131,1275,53,1103,52,N,0,N,-6.50,-5.50,-5.70,-4.98,-6.57,-.15,-6.58,,-7.00,-5.03,-8.00,
2007,131,1301,72,1439,64,N,0,N,-8.00,-5.34,-7.10,-4.44,-9.83,-.11,-6.69,,-7.00,-6.73,-5.00,
2007,131,1308,72,1429,70,H,0,N,4.50,.67,.19,-.14,.43,.01,1.17,,4.50,3.21,1.00,
2007,131,1314,71,1130,56,N,0,N,11.00,9.36,8.25,6.63,12.88,.07,12.66,,11.50,8.01,15.00,
2007,131,1326,63,1345,52,N,0,N,6.50,5.32,7.50,11.51,3.96,.04,4.69,,6.00,6.49,4.00,
2007,131,1332,81,1425,57,N,0,N,-1.00,1.35,1.62,2.76,.90,.01,2.03,,.00,-.58,2.00,
2007,131,1400,69,1329,64,N,0,N,4.00,5.16,4.15,2.91,5.32,.09,7.35,,4.00,1.16,9.00,
2007,131,1424,78,1140,70,H,0,N,4.00,.54,.72,2.21,-.10,.00,-.08,,4.50,4.34,-1.00,
2007,131,1458,53,1228,41,N,0,N,6.00,5.63,7.45,9.08,6.19,.04,5.83,,6.50,6.57,6.00,
2007,132,1196,77,1116,56,N,0,N,8.50,5.77,7.71,7.59,7.99,.04,6.56,,8.50,7.15,6.00,
2007,132,1242,88,1400,84,N,1,N,6.50,5.66,5.03,3.88,6.92,.04,8.21,,6.50,5.19,7.00,
2007,132,1314,89,1301,80,N,0,N,15.50,12.53,13.98,10.55,20.12,.14,16.87,,14.50,12.31,17.00,
2007,132,1326,66,1458,49,N,0,N,1.50,.17,1.27,2.24,.89,.00,-1.01,,.00,.53,-1.00,
2007,134,1310,77,1197,69,N,0,N,8.50,6.07,4.53,3.41,5.80,.24,9.97,,6.00,4.08,9.00,
2007,136,1130,84,1403,75,N,0,N,3.00,2.59,3.81,2.12,5.37,.07,4.59,,3.00,3.31,4.00,
2007,136,1139,57,1330,46,N,0,N,2.00,2.17,5.26,3.24,7.32,.09,.30,,,3.78,2.00,
2007,136,1207,80,1125,55,N,0,N,16.50,13.94,14.80,15.40,14.22,.35,19.98,,16.50,14.42,14.00,
2007,136,1231,70,1211,57,N,0,N,1.50,1.65,1.53,1.56,1.49,.06,1.43,,1.00,1.56,4.00,
2007,136,1257,78,1390,58,N,0,N,5.50,4.45,1.72,.31,3.14,.06,6.65,,5.50,4.84,8.00,
2007,136,1268,82,1172,70,N,0,N,6.50,5.59,5.62,3.20,7.84,.15,11.01,,7.50,6.53,2.00,
2007,136,1277,61,1266,49,N,0,N,2.00,.42,1.74,.15,3.48,.02,-.29,,2.50,1.10,1.00,
2007,136,1314,86,1184,65,N,0,N,27.50,21.57,22.45,19.64,27.83,.61,29.67,,26.00,22.96,25.00,
2007,136,1338,79,1460,58,N,0,N,10.00,8.33,10.15,9.50,10.76,.23,10.94,,11.00,9.87,10.00,
2007,136,1401,68,1335,52,N,0,N,13.00,12.20,12.98,10.85,16.39,.26,16.29,,,13.39,12.00,
2007,136,1417,70,1451,42,N,0,N,20.00,16.79,18.44,18.23,18.79,.58,21.43,,20.00,16.16,21.00,
2007,136,1433,79,1181,77,N,0,N,-6.00,-5.35,-5.81,-3.97,-8.01,-.14,-9.13,,-8.00,-5.74,-7.00,
2007,136,1435,77,1203,44,N,0,N,3.50,2.79,2.62,2.49,2.76,.12,4.76,,3.50,3.66,3.00,
2007,136,1450,70,1331,54,N,0,N,6.50,7.31,8.35,10.98,6.53,.19,9.96,,8.00,7.98,6.00,
2007,136,1462,79,1140,77,N,0,N,2.50,.45,-.27,-3.11,2.80,.04,1.91,,.00,.82,2.00,
2007,137,1196,112,1238,69,N,0,N,27.50,23.87,25.51,21.72,30.31,.85,34.23,,28.50,20.93,29.00,
2007,137,1242,107,1310,67,N,0,N,19.00,18.19,19.33,17.47,21.67,.54,24.82,,19.00,17.31,21.00,
2007,137,1246,67,1437,58,N,0,N,-1.00,-.32,.31,1.74,-1.68,.00,-1.53,,.00,1.03,1.00,
2007,137,1272,73,1317,58,N,0,N,18.50,15.76,17.06,16.08,18.07,.58,21.27,,17.50,14.95,19.00,
2007,137,1305,77,1166,71,N,1,N,2.50,-1.36,-.09,3.20,-2.44,-.07,-4.23,,.00,-1.33,-4.00,
2007,137,1332,58,1275,56,N,0,N,8.50,9.01,9.66,11.78,8.02,.20,11.75,,8.00,8.99,9.00,
2007,137,1345,72,1112,63,N,0,N,-3.00,-1.14,-2.57,-3.58,-1.30,.00,-.66,,-2.50,-.51,-.01,
2007,137,1356,61,1221,51,N,0,N,8.00,7.49,8.58,10.73,7.22,.21,8.72,,8.00,8.70,8.00,
2007,137,1397,121,1253,86,N,0,N,8.00,6.77,7.45,6.96,7.93,.30,8.48,,8.00,7.32,7.00,
2007,137,1400,79,1308,67,N,0,N,8.50,7.72,7.54,4.53,10.26,.23,12.08,,9.00,6.83,11.00,
2007,137,1424,67,1210,63,N,0,N,-4.00,-1.18,-1.44,2.66,-5.18,-.05,-2.81,,-2.00,-2.39,-2.00,
2007,137,1425,77,1116,60,N,0,N,2.00,-1.05,.30,1.55,-.96,-.02,-1.91,,.00,.05,-4.00,
2007,137,1438,84,1107,57,N,0,N,8.50,7.42,9.15,7.51,10.75,.38,10.19,,6.50,8.40,4.00,
2007,137,1439,54,1228,52,N,0,N,3.00,.71,1.73,.51,3.18,.00,.94,,3.00,1.85,-1.00,
2007,137,1457,74,1323,64,N,0,N,-3.50,-4.21,-2.48,2.16,-6.51,-.12,-10.81,,-4.00,-2.52,-5.00,
2007,137,1458,76,1394,63,N,0,N,13.00,12.84,12.71,12.87,12.88,,15.24,,13.50,12.26,11.00,
2007,138,1139,62,1268,59,N,0,N,-5.50,-4.32,-2.04,-2.51,-1.42,-.03,-9.62,,-7.00,-2.12,-6.00,
2007,138,1207,62,1130,55,N,0,N,8.00,6.21,4.83,3.88,6.15,.06,9.06,,8.50,4.71,10.00,
2007,138,1314,81,1277,67,N,0,N,9.50,7.40,7.16,6.03,9.78,.03,10.55,,11.00,6.87,11.00,
2007,138,1326,78,1462,71,N,1,N,8.00,6.40,8.25,13.30,5.14,.06,5.99,,6.00,8.49,5.00,
2007,138,1338,84,1433,79,N,1,N,7.50,6.03,6.35,5.11,7.38,.12,9.31,,6.50,4.83,7.00,
2007,138,1401,72,1257,69,N,0,N,3.00,2.08,3.94,3.39,5.08,.02,1.45,,3.00,3.06,1.00,
2007,138,1417,54,1231,49,N,0,N,7.50,3.25,4.93,5.89,4.01,.02,3.84,,6.50,4.37,1.00,
2007,138,1435,78,1450,74,N,2,N,-2.50,-.80,-2.39,-3.86,-1.40,-.01,-.45,,-2.00,-1.77,3.00,
2007,139,1196,74,1345,67,N,0,N,11.50,7.34,7.40,7.42,7.52,.04,9.79,,10.00,6.78,10.00,
2007,139,1242,88,1246,76,N,0,N,8.50,6.31,4.73,3.44,6.74,.03,10.14,,7.50,3.53,10.00,
2007,139,1272,78,1305,62,N,0,N,5.50,5.46,5.37,1.80,7.70,.10,7.83,,6.00,5.18,9.00,
2007,139,1332,75,1457,61,N,0,N,2.50,2.70,.24,-1.01,.76,.09,8.56,,,2.06,3.00,
2007,139,1356,63,1439,48,N,0,N,1.50,.75,.93,3.77,-1.15,-.01,.08,,-1.00,.29,2.00,
2007,139,1397,77,1438,74,N,0,N,2.00,2.37,1.87,2.57,1.19,.02,2.76,,2.50,.61,5.00,
2007,139,1424,74,1458,68,N,0,N,-7.00,-4.20,-5.84,-4.56,-6.61,-.07,-4.16,,-6.00,-6.11,-5.00,
2007,139,1425,87,1400,68,N,0,N,-3.00,-2.88,-2.29,-.91,-3.61,-.03,-4.01,,-3.00,-1.12,-5.00,
2007,143,1242,61,1356,58,N,0,N,9.00,6.91,6.00,2.34,9.52,.05,11.43,,9.00,4.13,11.00,
2007,143,1272,65,1401,64,N,0,N,-3.50,.07,1.46,3.16,-.67,-.01,-1.22,,-2.00,-2.98,2.00,
2007,143,1326,85,1397,84,N,0,N,5.00,5.15,5.66,8.44,4.54,.05,4.72,,4.00,7.15,5.00,
2007,143,1417,64,1338,55,N,0,N,3.50,1.00,2.04,2.57,1.67,.02,1.19,,1.50,2.39,.01,
2007,144,1196,65,1139,57,N,0,N,10.50,7.29,5.72,5.96,5.42,.04,12.68,,10.00,5.84,10.00,
2007,144,1207,66,1435,65,N,0,N,7.50,5.78,6.28,4.33,8.29,.06,8.03,,7.50,5.30,6.00,
2007,144,1314,74,1425,64,N,0,N,8.00,7.56,7.95,4.96,12.85,.05,10.13,,10.00,7.88,11.00,
2007,144,1332,76,1424,72,N,0,N,3.00,1.03,1.05,.57,1.28,.03,2.44,,1.50,1.88,3.00,
2007,145,1326,92,1272,76,N,0,N,2.00,.81,.30,3.59,-.80,.01,.15,,1.50,2.17,-1.00,
2007,145,1417,68,1242,55,N,0,N,-2.00,-3.20,-1.76,.36,-3.74,-.01,-6.70,,-1.00,-.18,-7.00,
2007,146,1196,85,1332,77,N,0,N,7.00,4.13,5.34,1.64,7.71,.03,5.62,,,4.78,7.00,
2007,146,1207,96,1314,84,N,1,N,-3.50,-2.98,-2.94,-1.72,-5.38,-.01,-3.49,,-4.00,-3.61,-4.00,
2007,152,1196,76,1417,66,N,0,N,3.00,1.72,1.51,.38,2.32,.00,2.48,,3.50,1.04,3.00,
2007,152,1326,67,1207,60,N,0,N,-1.00,.14,.76,5.93,-1.33,.01,-1.86,,1.00,2.34,-1.00,
2007,154,1196,84,1326,75,N,0,N,4.50,.61,1.08,-3.90,2.67,.00,1.86,,4.00,.05,2.00,
2008,1,1246,67,1146,40,H,0,H,27.00,29.88,28.93,28.93,28.93,,31.35,,28.00,26.10,32.00,
2008,1,1272,80,1350,63,H,0,H,29.00,27.42,24.47,24.47,24.47,,33.78,,29.00,21.30,32.00,
2008,1,1404,66,1263,62,N,0,N,1.50,-2.15,-2.75,-2.75,-2.75,,-2.08,,3.00,-.50,-2.00,
2008,2,1146,69,1105,59,N,0,H,3.00,8.57,7.91,7.91,7.91,,9.82,,4.00,4.40,13.00,
2008,2,1163,69,1288,65,H,0,H,26.00,30.27,30.71,30.71,30.71,,32.83,,26.00,24.10,26.00,
2008,2,1205,84,1246,68,A,0,A,-25.50,-29.54,-28.15,-28.15,-28.15,,-38.69,,-25.50,-23.62,-30.00,
2008,3,1163,82,1138,57,H,0,H,17.50,17.42,18.46,18.46,18.46,,20.47,,15.50,13.72,20.00,
2008,3,1328,71,1362,55,H,0,H,16.00,16.26,14.55,14.55,14.55,,25.02,,16.00,11.65,17.00,
2008,4,1102,67,1171,38,H,0,H,15.50,24.06,24.74,24.74,24.74,,21.00,,15.50,22.06,23.00,
2008,4,1104,84,1407,72,H,0,H,17.00,22.38,18.99,18.99,18.99,,32.04,,17.50,16.89,22.00,
2008,4,1116,67,1459,45,H,0,H,23.00,23.21,21.57,21.57,21.57,,26.03,,23.50,18.68,24.00,
2008,4,1125,86,1153,75,A,0,A,-8.50,-9.43,-10.72,-10.72,-10.72,,-7.74,,-8.00,-8.13,-6.00,
2008,4,1135,74,1185,55,A,0,A,-5.00,-7.09,-5.45,-5.45,-5.45,,-8.98,,-5.50,-5.59,-7.00,
2008,4,1139,61,1123,45,A,0,A,10.50,9.76,8.13,8.13,8.13,,12.23,,10.50,5.86,13.00,
2008,4,1156,73,1378,70,A,0,A,-8.00,-12.46,-10.05,-10.05,-10.05,,-18.53,,-8.00,-8.59,-13.00,
2008,4,1166,74,1177,62,H,0,H,3.00,3.21,5.74,5.74,5.74,,-3.45,,3.00,5.33,7.00,
2008,4,1180,67,1335,59,A,1,A,3.00,-2.61,-4.73,-4.73,-4.73,,-3.31,,3.00,-2.74,-5.00,
2008,4,1200,79,1162,61,A,0,A,5.00,3.09,2.74,2.74,2.74,,4.66,,4.50,1.81,1.00,
2008,4,1201,75,1339,68,H,0,H,12.50,14.39,11.95,11.95,11.95,,19.30,,12.50,10.92,15.00,
2008,4,1208,107,1240,65,H,0,H,20.50,22.99,19.19,19.19,19.19,,26.72,,21.00,18.12,26.00,
2008,4,1222,83,1287,54,H,0,H,22.00,20.58,19.59,19.59,19.59,,25.84,,22.50,16.43,24.00,
2008,4,1234,58,1226,43,H,0,H,13.50,17.94,16.63,16.63,16.63,,23.36,,13.00,15.80,20.00,
2008,4,1241,100,1373,88,H,0,H,-4.00,-3.98,-5.65,-5.65,-5.65,,-6.02,,-4.00,-2.36,-4.00,
2008,4,1242,107,1419,78,H,0,H,26.50,30.63,29.87,29.87,29.87,,34.23,,27.00,24.75,33.00,
2008,4,1243,94,1170,63,H,0,H,21.50,23.06,19.33,19.33,19.33,,29.15,,22.00,18.13,27.00,
2008,4,1269,90,1142,64,N,0,N,5.00,8.10,9.40,9.40,9.40,,4.55,,5.50,7.46,7.00,
2008,4,1285,75,1161,39,H,0,H,7.50,.81,.97,.97,.97,,4.93,,6.50,1.42,1.00,
2008,4,1294,104,1440,97,N,0,N,-5.00,-2.44,-1.27,-1.27,-1.27,,-.11,,-8.00,.73,-12.00,
2008,4,1307,54,1160,47,A,0,A,1.00,-1.76,-1.58,-1.58,-1.58,,-2.26,,2.00,-2.68,-1.00,
2008,4,1320,75,1296,45,H,0,H,14.00,16.75,14.52,14.52,14.52,,16.25,,14.00,14.06,17.00,
2008,4,1325,80,1308,72,H,0,H,3.50,2.32,5.86,5.86,5.86,,-.85,,3.00,4.30,.01,
2008,4,1328,80,1176,50,H,0,H,25.50,27.77,22.65,22.65,22.65,,41.13,,24.50,19.27,31.00,
2008,4,1348,90,1194,63,H,0,H,13.50,14.03,11.25,11.25,11.25,,16.46,,14.00,9.96,17.00,
2008,4,1353,70,1399,64,H,0,H,8.00,7.56,6.68,6.68,6.68,,13.00,,7.50,6.85,7.00,
2008,4,1360,73,1218,72,A,0,A,-8.00,-9.17,-7.67,-7.67,-7.67,,-9.23,,-8.00,-8.70,-12.00,
2008,4,1361,62,1251,50,N,0,N,7.50,15.53,14.49,14.49,14.49,,18.15,,7.00,14.17,12.00,
2008,4,1364,92,1322,71,N,0,N,4.50,1.36,.17,.17,.17,,3.66,,4.00,2.65,2.00,
